exercise_id,name,gif_url,body_parts,equipments,target_muscles,secondary_muscles,instructions,primary_body_part,primary_equipment,primary_target_muscle,instruction_text,instruction_step_count
UpWmA5E,l-sit on floor,https://static.exercisedb.dev/media/UpWmA5E.gif,"[""waist""]","[""body weight""]","[""abs""]","[""hip flexors""]","[""step:1 sit on the floor with your legs extended in front of you."", ""step:2 place your hands on the floor beside your hips, fingers pointing forward."", ""step:3 engage your core and lift your legs off the ground, keeping them straight."", ""step:4 try to bring your legs parallel to the floor, forming an 'l' shape with your body."", ""step:5 hold this position for as long as you can."", ""step:6 slowly lower your legs back down to the starting position."", ""step:7 repeat for the desired number of repetitions.""]",waist,body weight,abs,"step:1 sit on the floor with your legs extended in front of you. step:2 place your hands on the floor beside your hips, fingers pointing forward. step:3 engage your core and lift your legs off the ground, keeping them straight. step:4 try to bring your legs parallel to the floor, forming an 'l' shape with your body. step:5 hold this position for as long as you can. step:6 slowly lower your legs back down to the starting position. step:7 repeat for the desired number of repetitions.",7
UQr48Oi,pull-in (on stability ball),https://static.exercisedb.dev/media/UQr48Oi.gif,"[""waist""]","[""stability ball""]","[""abs""]","[""hip flexors""]","[""step:1 start by sitting on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle."", ""step:2 place your hands on the sides of the stability ball for support."", ""step:3 engage your abs and slowly roll your hips forward, bringing your knees towards your chest."", ""step:4 pause for a moment at the top of the movement, then slowly extend your legs back to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",waist,stability ball,abs,"step:1 start by sitting on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. step:2 place your hands on the sides of the stability ball for support. step:3 engage your abs and slowly roll your hips forward, bringing your knees towards your chest. step:4 pause for a moment at the top of the movement, then slowly extend your legs back to the starting position. step:5 repeat for the desired number of repetitions.",5
uSkDMYl,dumbbell bicep curl with stork stance,https://static.exercisedb.dev/media/uSkDMYl.gif,"[""upper arms""]","[""dumbbell""]","[""biceps""]","[""forearms""]","[""step:1 stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward."", ""step:2 extend one leg behind you, balancing on the toes of that foot."", ""step:3 keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."", ""step:4 continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level."", ""step:5 hold the contracted position for a brief pause as you squeeze your biceps."", ""step:6 inhale and slowly begin to lower the dumbbells back to the starting position."", ""step:7 repeat for the desired number of repetitions, then switch legs and repeat.""]",upper arms,dumbbell,biceps,"step:1 stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward. step:2 extend one leg behind you, balancing on the toes of that foot. step:3 keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. step:4 continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. step:5 hold the contracted position for a brief pause as you squeeze your biceps. step:6 inhale and slowly begin to lower the dumbbells back to the starting position. step:7 repeat for the desired number of repetitions, then switch legs and repeat.",7
uTBt1HV,scapular pull-up,https://static.exercisedb.dev/media/uTBt1HV.gif,"[""back""]","[""body weight""]","[""traps""]","[""biceps"", ""rhomboids"", ""rear deltoids""]","[""step:1 start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended."", ""step:2 retract your shoulder blades by pulling them down and back."", ""step:3 engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together."", ""step:4 pause for a moment at the top of the movement, then slowly lower your body back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",back,body weight,traps,"step:1 start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended. step:2 retract your shoulder blades by pulling them down and back. step:3 engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together. step:4 pause for a moment at the top of the movement, then slowly lower your body back down to the starting position. step:5 repeat for the desired number of repetitions.",5
UtmIqcI,side wrist pull stretch,https://static.exercisedb.dev/media/UtmIqcI.gif,"[""lower arms""]","[""body weight""]","[""forearms""]","[""wrists"", ""hands""]","[""step:1 stand with your feet shoulder-width apart and your arms extended in front of you."", ""step:2 extend your right arm out to the side, parallel to the ground, with your palm facing down."", ""step:3 with your left hand, grab your right hand and gently pull it towards your body, feeling a stretch in your right forearm."", ""step:4 hold the stretch for 15-30 seconds, then release."", ""step:5 repeat on the other side.""]",lower arms,body weight,forearms,"step:1 stand with your feet shoulder-width apart and your arms extended in front of you. step:2 extend your right arm out to the side, parallel to the ground, with your palm facing down. step:3 with your left hand, grab your right hand and gently pull it towards your body, feeling a stretch in your right forearm. step:4 hold the stretch for 15-30 seconds, then release. step:5 repeat on the other side.",5
Uto7l43,chest and front of shoulder stretch,https://static.exercisedb.dev/media/Uto7l43.gif,"[""chest""]","[""body weight""]","[""pectorals""]","[""deltoids""]","[""step:1 stand tall with your feet shoulder-width apart."", ""step:2 extend your arms straight out in front of you at shoulder height."", ""step:3 cross your arms in front of your body, with your right arm on top of your left arm."", ""step:4 interlace your fingers and press your palms together."", ""step:5 gently squeeze your shoulder blades together and push your hands forward, feeling a stretch in your chest and front of your shoulders."", ""step:6 hold the stretch for 20-30 seconds, then release."", ""step:7 repeat for the desired number of repetitions.""]",chest,body weight,pectorals,"step:1 stand tall with your feet shoulder-width apart. step:2 extend your arms straight out in front of you at shoulder height. step:3 cross your arms in front of your body, with your right arm on top of your left arm. step:4 interlace your fingers and press your palms together. step:5 gently squeeze your shoulder blades together and push your hands forward, feeling a stretch in your chest and front of your shoulders. step:6 hold the stretch for 20-30 seconds, then release. step:7 repeat for the desired number of repetitions.",7
uTv34oq,bodyweight standing row (with towel),https://static.exercisedb.dev/media/uTv34oq.gif,"[""back""]","[""body weight""]","[""upper back""]","[""biceps"", ""shoulders""]","[""step:1 stand with your feet shoulder-width apart and hold a towel in front of you with both hands."", ""step:2 bend your knees slightly and hinge forward at the hips, keeping your back straight."", ""step:3 pull the towel towards your chest, squeezing your shoulder blades together."", ""step:4 pause for a moment at the top, then slowly release the tension and return to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",back,body weight,upper back,"step:1 stand with your feet shoulder-width apart and hold a towel in front of you with both hands. step:2 bend your knees slightly and hinge forward at the hips, keeping your back straight. step:3 pull the towel towards your chest, squeezing your shoulder blades together. step:4 pause for a moment at the top, then slowly release the tension and return to the starting position. step:5 repeat for the desired number of repetitions.",5
UVL20oz,otis up,https://static.exercisedb.dev/media/UVL20oz.gif,"[""waist""]","[""weighted""]","[""abs""]","[""hip flexors"", ""lower back""]","[""step:1 lie flat on your back with your knees bent and feet flat on the ground."", ""step:2 place your hands behind your head with your elbows pointing outwards."", ""step:3 engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle."", ""step:4 pause for a moment at the top, then slowly lower your upper body back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",waist,weighted,abs,"step:1 lie flat on your back with your knees bent and feet flat on the ground. step:2 place your hands behind your head with your elbows pointing outwards. step:3 engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. step:4 pause for a moment at the top, then slowly lower your upper body back down to the starting position. step:5 repeat for the desired number of repetitions.",5
UVo2Qs2,flutter kicks,https://static.exercisedb.dev/media/UVo2Qs2.gif,"[""upper legs""]","[""body weight""]","[""glutes""]","[""hip flexors"", ""lower abs""]","[""step:1 lie flat on your back with your legs extended and your hands by your sides."", ""step:2 engage your core and lift your legs off the ground about 6 inches."", ""step:3 keeping your legs straight, alternate lifting one leg slightly higher than the other."", ""step:4 continue this fluttering motion for the desired number of repetitions.""]",upper legs,body weight,glutes,"step:1 lie flat on your back with your legs extended and your hands by your sides. step:2 engage your core and lift your legs off the ground about 6 inches. step:3 keeping your legs straight, alternate lifting one leg slightly higher than the other. step:4 continue this fluttering motion for the desired number of repetitions.",4
uWpxD4v,arm slingers hanging bent knee legs,https://static.exercisedb.dev/media/uWpxD4v.gif,"[""waist""]","[""body weight""]","[""abs""]","[""shoulders"", ""back""]","[""step:1 hang from a pull-up bar with your arms fully extended and your knees bent at a 90-degree angle."", ""step:2 engage your core and lift your knees towards your chest, bringing them as close to your elbows as possible."", ""step:3 slowly lower your legs back down to the starting position."", ""step:4 repeat for the desired number of repetitions.""]",waist,body weight,abs,"step:1 hang from a pull-up bar with your arms fully extended and your knees bent at a 90-degree angle. step:2 engage your core and lift your knees towards your chest, bringing them as close to your elbows as possible. step:3 slowly lower your legs back down to the starting position. step:4 repeat for the desired number of repetitions.",4
uX3sUBz,inverted row v. 2,https://static.exercisedb.dev/media/uX3sUBz.gif,"[""back""]","[""body weight""]","[""upper back""]","[""biceps"", ""forearms""]","[""step:1 set up a bar at waist height on a smith machine or use a suspension trainer."", ""step:2 stand facing the bar or suspension trainer and grab it with an overhand grip, hands shoulder-width apart."", ""step:3 walk your feet forward, leaning back until your body is at a slight angle."", ""step:4 keep your body straight and pull your chest up towards the bar or handles, squeezing your shoulder blades together."", ""step:5 pause for a moment at the top, then slowly lower yourself back down to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",back,body weight,upper back,"step:1 set up a bar at waist height on a smith machine or use a suspension trainer. step:2 stand facing the bar or suspension trainer and grab it with an overhand grip, hands shoulder-width apart. step:3 walk your feet forward, leaning back until your body is at a slight angle. step:4 keep your body straight and pull your chest up towards the bar or handles, squeezing your shoulder blades together. step:5 pause for a moment at the top, then slowly lower yourself back down to the starting position. step:6 repeat for the desired number of repetitions.",6
uxJcFUU,cable lying triceps extension v. 2,https://static.exercisedb.dev/media/uxJcFUU.gif,"[""upper arms""]","[""cable""]","[""triceps""]","[""shoulders""]","[""step:1 attach a rope handle to a low pulley cable machine."", ""step:2 lie down on a flat bench facing up, with your head towards the cable machine."", ""step:3 grasp the rope handle with both hands, palms facing each other, and extend your arms straight up over your chest."", ""step:4 keeping your upper arms stationary, slowly lower the rope handle towards your forehead by bending your elbows."", ""step:5 pause for a moment at the bottom, then extend your arms back up to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",upper arms,cable,triceps,"step:1 attach a rope handle to a low pulley cable machine. step:2 lie down on a flat bench facing up, with your head towards the cable machine. step:3 grasp the rope handle with both hands, palms facing each other, and extend your arms straight up over your chest. step:4 keeping your upper arms stationary, slowly lower the rope handle towards your forehead by bending your elbows. step:5 pause for a moment at the bottom, then extend your arms back up to the starting position. step:6 repeat for the desired number of repetitions.",6
UXpKJoq,lever lying two-one leg curl,https://static.exercisedb.dev/media/UXpKJoq.gif,"[""upper legs""]","[""leverage machine""]","[""hamstrings""]","[""glutes""]","[""step:1 adjust the machine to fit your body and sit on it with your back against the backrest."", ""step:2 place your legs on the lever pad, just above your ankles."", ""step:3 grasp the handles on the sides of the machine for support."", ""step:4 keeping your upper body still, exhale and curl your legs up towards your glutes."", ""step:5 pause for a moment at the top, then inhale and slowly lower your legs back to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",upper legs,leverage machine,hamstrings,"step:1 adjust the machine to fit your body and sit on it with your back against the backrest. step:2 place your legs on the lever pad, just above your ankles. step:3 grasp the handles on the sides of the machine for support. step:4 keeping your upper body still, exhale and curl your legs up towards your glutes. step:5 pause for a moment at the top, then inhale and slowly lower your legs back to the starting position. step:6 repeat for the desired number of repetitions.",6
Uywa4S5,dumbbell lunge with firm,https://static.exercisedb.dev/media/Uywa4S5.gif,"[""upper legs""]","[""dumbbell""]","[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""step:1 stand with your feet shoulder-width apart, holding a dumbbell in each hand."", ""step:2 take a step forward with your right foot, lowering your body into a lunge position."", ""step:3 keep your back straight and your chest up as you lower your body. maintain firm form throughout."", ""step:4 push through your right heel to return to the starting position."", ""step:5 repeat with your left leg."", ""step:6 alternate legs for the desired number of repetitions.""]",upper legs,dumbbell,glutes,"step:1 stand with your feet shoulder-width apart, holding a dumbbell in each hand. step:2 take a step forward with your right foot, lowering your body into a lunge position. step:3 keep your back straight and your chest up as you lower your body. maintain firm form throughout. step:4 push through your right heel to return to the starting position. step:5 repeat with your left leg. step:6 alternate legs for the desired number of repetitions.",6
UzkLrem,dumbbell rear lateral raise (support head),https://static.exercisedb.dev/media/UzkLrem.gif,"[""shoulders""]","[""dumbbell""]","[""delts""]","[""traps"", ""rhomboids""]","[""step:1 stand with your feet shoulder-width apart and hold a dumbbell in each hand."", ""step:2 bend your knees slightly and hinge forward at the hips, keeping your back straight."", ""step:3 raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground."", ""step:4 pause for a moment at the top, then slowly lower your arms back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",shoulders,dumbbell,delts,"step:1 stand with your feet shoulder-width apart and hold a dumbbell in each hand. step:2 bend your knees slightly and hinge forward at the hips, keeping your back straight. step:3 raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground. step:4 pause for a moment at the top, then slowly lower your arms back down to the starting position. step:5 repeat for the desired number of repetitions.",5
uZKq7lo,forward jump,https://static.exercisedb.dev/media/uZKq7lo.gif,"[""upper legs""]","[""body weight""]","[""quads""]","[""calves"", ""hamstrings"", ""glutes""]","[""step:1 stand with your feet shoulder-width apart."", ""step:2 bend your knees and lower your body into a squat position."", ""step:3 swing your arms back for momentum."", ""step:4 jump forward explosively, extending your hips, knees, and ankles."", ""step:5 land softly on the balls of your feet and immediately go into the next jump."", ""step:6 repeat for the desired number of repetitions.""]",upper legs,body weight,quads,"step:1 stand with your feet shoulder-width apart. step:2 bend your knees and lower your body into a squat position. step:3 swing your arms back for momentum. step:4 jump forward explosively, extending your hips, knees, and ankles. step:5 land softly on the balls of your feet and immediately go into the next jump. step:6 repeat for the desired number of repetitions.",6
V07qpXy,lever alternate leg press,https://static.exercisedb.dev/media/V07qpXy.gif,"[""upper legs""]","[""leverage machine""]","[""quads""]","[""hamstrings"", ""glutes""]","[""step:1 adjust the seat and foot platform of the leverage machine to your desired position."", ""step:2 sit on the machine with your back against the backrest and your feet on the foot platform."", ""step:3 place your hands on the handles or sides of the machine for stability."", ""step:4 push one foot against the foot platform, extending your leg until it is almost fully straight."", ""step:5 pause for a moment, then slowly bend your leg and return to the starting position."", ""step:6 repeat with the other leg."", ""step:7 continue alternating legs for the desired number of repetitions.""]",upper legs,leverage machine,quads,"step:1 adjust the seat and foot platform of the leverage machine to your desired position. step:2 sit on the machine with your back against the backrest and your feet on the foot platform. step:3 place your hands on the handles or sides of the machine for stability. step:4 push one foot against the foot platform, extending your leg until it is almost fully straight. step:5 pause for a moment, then slowly bend your leg and return to the starting position. step:6 repeat with the other leg. step:7 continue alternating legs for the desired number of repetitions.",7
v1qBec9,dumbbell rear lateral raise,https://static.exercisedb.dev/media/v1qBec9.gif,"[""shoulders""]","[""dumbbell""]","[""delts""]","[""traps"", ""rhomboids""]","[""step:1 stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body."", ""step:2 bend your knees slightly and hinge forward at the hips, keeping your back straight and core engaged."", ""step:3 raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor."", ""step:4 pause for a moment at the top, then slowly lower your arms back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",shoulders,dumbbell,delts,"step:1 stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. step:2 bend your knees slightly and hinge forward at the hips, keeping your back straight and core engaged. step:3 raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. step:4 pause for a moment at the top, then slowly lower your arms back down to the starting position. step:5 repeat for the desired number of repetitions.",5
v2DfH14,bodyweight standing close-grip one arm row,https://static.exercisedb.dev/media/v2DfH14.gif,"[""back""]","[""body weight""]","[""upper back""]","[""biceps"", ""forearms""]","[""step:1 stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip."", ""step:2 bend forward at the hips, keeping your back straight and your core engaged."", ""step:3 pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together."", ""step:4 pause for a moment at the top, then slowly lower the dumbbell back down to the starting position."", ""step:5 repeat for the desired number of repetitions, then switch sides.""]",back,body weight,upper back,"step:1 stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip. step:2 bend forward at the hips, keeping your back straight and your core engaged. step:3 pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. step:4 pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. step:5 repeat for the desired number of repetitions, then switch sides.",5
v3vLFW0,close-grip push-up (on knees),https://static.exercisedb.dev/media/v3vLFW0.gif,"[""upper arms""]","[""body weight""]","[""triceps""]","[""chest"", ""shoulders""]","[""step:1 start by getting on your hands and knees, with your hands shoulder-width apart and your knees hip-width apart."", ""step:2 lower your upper body towards the ground by bending your elbows, keeping them close to your sides."", ""step:3 pause for a moment when your chest is just above the ground."", ""step:4 push through your palms to straighten your arms and return to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",upper arms,body weight,triceps,"step:1 start by getting on your hands and knees, with your hands shoulder-width apart and your knees hip-width apart. step:2 lower your upper body towards the ground by bending your elbows, keeping them close to your sides. step:3 pause for a moment when your chest is just above the ground. step:4 push through your palms to straighten your arms and return to the starting position. step:5 repeat for the desired number of repetitions.",5
v3xmPAR,lever seated fly,https://static.exercisedb.dev/media/v3xmPAR.gif,"[""chest""]","[""leverage machine""]","[""pectorals""]","[""deltoids"", ""trapezius""]","[""step:1 adjust the seat height and position yourself on the machine with your back against the pad."", ""step:2 grasp the handles with a pronated grip and keep your elbows slightly bent."", ""step:3 exhale and push the handles forward, bringing them together in front of your chest."", ""step:4 pause for a moment, squeezing your chest muscles."", ""step:5 inhale and slowly return to the starting position, allowing your chest muscles to stretch."", ""step:6 repeat for the desired number of repetitions.""]",chest,leverage machine,pectorals,"step:1 adjust the seat height and position yourself on the machine with your back against the pad. step:2 grasp the handles with a pronated grip and keep your elbows slightly bent. step:3 exhale and push the handles forward, bringing them together in front of your chest. step:4 pause for a moment, squeezing your chest muscles. step:5 inhale and slowly return to the starting position, allowing your chest muscles to stretch. step:6 repeat for the desired number of repetitions.",6
V4ryaZa,ez barbell close-grip curl,https://static.exercisedb.dev/media/V4ryaZa.gif,"[""upper arms""]","[""ez barbell""]","[""biceps""]","[""forearms""]","[""step:1 stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, hands shoulder-width apart."", ""step:2 keep your elbows close to your torso and your upper arms stationary throughout the movement."", ""step:3 curl the barbell up towards your shoulders, contracting your biceps."", ""step:4 pause for a moment at the top, then slowly lower the barbell back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",upper arms,ez barbell,biceps,"step:1 stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, hands shoulder-width apart. step:2 keep your elbows close to your torso and your upper arms stationary throughout the movement. step:3 curl the barbell up towards your shoulders, contracting your biceps. step:4 pause for a moment at the top, then slowly lower the barbell back down to the starting position. step:5 repeat for the desired number of repetitions.",5
v6EKk0O,half knee bends (male) with blunt,https://static.exercisedb.dev/media/v6EKk0O.gif,"[""cardio""]","[""body weight""]","[""cardiovascular system""]","[""quadriceps"", ""hamstrings"", ""glutes""]","[""step:1 stand with your feet shoulder-width apart."", ""step:2 bend your knees and lower your body down as if you were sitting back into a chair. emphasize blunt control."", ""step:3 keep your chest up and your weight in your heels."", ""step:4 pause for a moment at the bottom, then push through your heels to return to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",cardio,body weight,cardiovascular system,"step:1 stand with your feet shoulder-width apart. step:2 bend your knees and lower your body down as if you were sitting back into a chair. emphasize blunt control. step:3 keep your chest up and your weight in your heels. step:4 pause for a moment at the bottom, then push through your heels to return to the starting position. step:5 repeat for the desired number of repetitions.",5
v7p5bYl,kick out sit,https://static.exercisedb.dev/media/v7p5bYl.gif,"[""upper legs""]","[""body weight""]","[""hamstrings""]","[""quadriceps"", ""glutes""]","[""step:1 sit on the edge of a bench or chair with your feet flat on the ground and your knees bent at a 90-degree angle."", ""step:2 lean back slightly and place your hands on the edge of the bench or chair for support."", ""step:3 engaging your hamstrings, lift your feet off the ground and extend your legs straight out in front of you."", ""step:4 pause for a moment at the top, then slowly bend your knees and bring your feet back towards your body."", ""step:5 repeat for the desired number of repetitions.""]",upper legs,body weight,hamstrings,"step:1 sit on the edge of a bench or chair with your feet flat on the ground and your knees bent at a 90-degree angle. step:2 lean back slightly and place your hands on the edge of the bench or chair for support. step:3 engaging your hamstrings, lift your feet off the ground and extend your legs straight out in front of you. step:4 pause for a moment at the top, then slowly bend your knees and bring your feet back towards your body. step:5 repeat for the desired number of repetitions.",5
V7rWsT5,lever military press with strength,https://static.exercisedb.dev/media/V7rWsT5.gif,"[""shoulders""]","[""leverage machine""]","[""delts""]","[""triceps"", ""upper chest""]","[""step:1 adjust the seat height and position yourself on the machine with your back against the backrest."", ""step:2 grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart."", ""step:3 push the handles upward until your arms are fully extended, but do not lock your elbows."", ""step:4 (strength variation) pause for a moment at the top, then slowly lower the handles back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",shoulders,leverage machine,delts,"step:1 adjust the seat height and position yourself on the machine with your back against the backrest. step:2 grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart. step:3 push the handles upward until your arms are fully extended, but do not lock your elbows. step:4 (strength variation) pause for a moment at the top, then slowly lower the handles back down to the starting position. step:5 repeat for the desired number of repetitions.",5
VaP75jl,barbell rear lunge,https://static.exercisedb.dev/media/VaP75jl.gif,"[""upper legs""]","[""barbell""]","[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""step:1 start by standing with your feet shoulder-width apart and a barbell resting on your upper back."", ""step:2 take a step backward with your right foot, landing on the ball of your foot."", ""step:3 bend both knees to lower your body until your left thigh is parallel to the ground."", ""step:4 push through your left heel to return to the starting position."", ""step:5 repeat with the other leg.""]",upper legs,barbell,glutes,"step:1 start by standing with your feet shoulder-width apart and a barbell resting on your upper back. step:2 take a step backward with your right foot, landing on the ball of your foot. step:3 bend both knees to lower your body until your left thigh is parallel to the ground. step:4 push through your left heel to return to the starting position. step:5 repeat with the other leg.",5
vAwm6rK,cable press on exercise ball,https://static.exercisedb.dev/media/vAwm6rK.gif,"[""chest""]","[""cable""]","[""pectorals""]","[""shoulders"", ""triceps""]","[""step:1 sit on an exercise ball with your feet flat on the ground and your knees at a 90-degree angle."", ""step:2 hold the cable handles at chest height with your palms facing down and your elbows bent."", ""step:3 engage your core and press the cable handles forward until your arms are fully extended."", ""step:4 pause for a moment, then slowly release the tension and bring the cable handles back to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",chest,cable,pectorals,"step:1 sit on an exercise ball with your feet flat on the ground and your knees at a 90-degree angle. step:2 hold the cable handles at chest height with your palms facing down and your elbows bent. step:3 engage your core and press the cable handles forward until your arms are fully extended. step:4 pause for a moment, then slowly release the tension and bring the cable handles back to the starting position. step:5 repeat for the desired number of repetitions.",5
VBAWRPG,weighted front plank,https://static.exercisedb.dev/media/VBAWRPG.gif,"[""waist""]","[""weighted""]","[""abs""]","[""shoulders"", ""lower back""]","[""step:1 start by lying face down on the floor."", ""step:2 place your forearms on the ground, with your elbows directly under your shoulders."", ""step:3 extend your legs straight out behind you, with your toes on the ground."", ""step:4 engage your core and lift your body off the ground, balancing on your forearms and toes."", ""step:5 keep your body in a straight line from your head to your heels."", ""step:6 hold this position for the desired amount of time."", ""step:7 lower your body back down to the starting position."", ""step:8 repeat for the desired number of repetitions.""]",waist,weighted,abs,"step:1 start by lying face down on the floor. step:2 place your forearms on the ground, with your elbows directly under your shoulders. step:3 extend your legs straight out behind you, with your toes on the ground. step:4 engage your core and lift your body off the ground, balancing on your forearms and toes. step:5 keep your body in a straight line from your head to your heels. step:6 hold this position for the desired amount of time. step:7 lower your body back down to the starting position. step:8 repeat for the desired number of repetitions.",8
vBNyir7,ez barbell reverse grip preacher curl,https://static.exercisedb.dev/media/vBNyir7.gif,"[""upper arms""]","[""ez barbell""]","[""biceps""]","[""forearms""]","[""step:1 sit on a preacher bench with your chest against the pad and your feet flat on the floor."", ""step:2 grasp the ez barbell with an underhand grip, hands shoulder-width apart."", ""step:3 rest your upper arms on the pad, allowing your forearms to hang down."", ""step:4 keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders."", ""step:5 pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",upper arms,ez barbell,biceps,"step:1 sit on a preacher bench with your chest against the pad and your feet flat on the floor. step:2 grasp the ez barbell with an underhand grip, hands shoulder-width apart. step:3 rest your upper arms on the pad, allowing your forearms to hang down. step:4 keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders. step:5 pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position. step:6 repeat for the desired number of repetitions.",6
VdLZ3nB,dumbbell one arm reverse spider curl,https://static.exercisedb.dev/media/VdLZ3nB.gif,"[""upper arms""]","[""dumbbell""]","[""biceps""]","[""forearms""]","[""step:1 stand up straight with a dumbbell in one hand, palm facing down and arm fully extended."", ""step:2 keeping your upper arm stationary, curl the dumbbell towards your shoulder by flexing your elbow."", ""step:3 pause for a moment at the top, then slowly lower the dumbbell back to the starting position."", ""step:4 repeat for the desired number of repetitions, then switch arms.""]",upper arms,dumbbell,biceps,"step:1 stand up straight with a dumbbell in one hand, palm facing down and arm fully extended. step:2 keeping your upper arm stationary, curl the dumbbell towards your shoulder by flexing your elbow. step:3 pause for a moment at the top, then slowly lower the dumbbell back to the starting position. step:4 repeat for the desired number of repetitions, then switch arms.",4
VEcJRo2,hanging leg hip raise,https://static.exercisedb.dev/media/VEcJRo2.gif,"[""waist""]","[""body weight""]","[""abs""]","[""hip flexors"", ""lower back""]","[""step:1 hang from a pull-up bar with your arms fully extended and your palms facing away from you."", ""step:2 engage your core and lift your legs up by flexing your hips and knees until your thighs are parallel to the ground."", ""step:3 pause for a moment at the top, then slowly lower your legs back down to the starting position."", ""step:4 repeat for the desired number of repetitions.""]",waist,body weight,abs,"step:1 hang from a pull-up bar with your arms fully extended and your palms facing away from you. step:2 engage your core and lift your legs up by flexing your hips and knees until your thighs are parallel to the ground. step:3 pause for a moment at the top, then slowly lower your legs back down to the starting position. step:4 repeat for the desired number of repetitions.",4
VedGSby,assisted prone hamstring,https://static.exercisedb.dev/media/VedGSby.gif,"[""upper legs""]","[""assisted""]","[""hamstrings""]","[""glutes"", ""lower back""]","[""step:1 lie face down on a mat or bench with your legs fully extended."", ""step:2 have a partner or use a resistance band to secure your ankles."", ""step:3 engage your hamstrings and lift your legs towards your glutes, keeping your knees straight."", ""step:4 pause for a moment at the top, then slowly lower your legs back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",upper legs,assisted,hamstrings,"step:1 lie face down on a mat or bench with your legs fully extended. step:2 have a partner or use a resistance band to secure your ankles. step:3 engage your hamstrings and lift your legs towards your glutes, keeping your knees straight. step:4 pause for a moment at the top, then slowly lower your legs back down to the starting position. step:5 repeat for the desired number of repetitions.",5
